,Date,County,Avg_PM2.5,AQI_Category
539,2020-01-25,Klamath,10.3458333333333,Good
540,2020-01-25,Lake,6.00833333333333,Good
541,2020-01-25,Lane,3.875694444444445,Good
542,2020-01-25,Linn,3.9861111111111103,Good
543,2020-01-25,Marion,4.4875,Good
544,2020-01-25,Multnomah,2.8624999999999967,Good
545,2020-01-25,Umatilla,10.2333333333333,Good
546,2020-01-25,Union,7.0125,Good
547,2020-01-25,Wallowa,8.44166666666667,Good
548,2020-01-25,Wasco,,NA
549,2020-01-25,Washington,5.077777777777777,Good
550,2020-01-26,Baker,6.48333333333333,Good
551,2020-01-26,Benton,3.4,Good
552,2020-01-26,Clackamas,,NA
553,2020-01-26,Crook,2.8583333333333303,Good
554,2020-01-26,Deschutes,2.5375,Good
555,2020-01-26,Douglas,3.7291666666666696,Good
556,2020-01-26,Grant,16.95,Moderate
557,2020-01-26,Harney,13.225,Moderate
558,2020-01-26,Jackson,5.368055555555557,Good
559,2020-01-26,Jefferson,4.1875,Good
560,2020-01-26,Josephine,3.659722222222223,Good
561,2020-01-26,Klamath,2.5458333333333303,Good
562,2020-01-26,Lake,2.7916666666666696,Good
563,2020-01-26,Lane,3.9201388888888893,Good
564,2020-01-26,Linn,3.2902777777777765,Good
565,2020-01-26,Marion,3.1083333333333303,Good
566,2020-01-26,Multnomah,2.8875000000000033,Good
567,2020-01-26,Umatilla,8.15,Good
568,2020-01-26,Union,5.77083333333333,Good
569,2020-01-26,Wallowa,7.67916666666667,Good
570,2020-01-26,Wasco,,NA
571,2020-01-26,Washington,3.2819444444444463,Good
572,2020-01-27,Baker,10.5208333333333,Good
573,2020-01-27,Benton,3.6458333333333304,Good
574,2020-01-27,Clackamas,,NA
575,2020-01-27,Crook,,NA
576,2020-01-27,Deschutes,2.227083333333335,Good
577,2020-01-27,Douglas,4.3125,Good
578,2020-01-27,Grant,12.6,Moderate
579,2020-01-27,Harney,16.3833333333333,Moderate
580,2020-01-27,Jackson,5.4736111111111105,Good
581,2020-01-27,Jefferson,3.8625,Good
582,2020-01-27,Josephine,3.9333333333333336,Good
583,2020-01-27,Klamath,4.24583333333333,Good
584,2020-01-27,Lake,2.4583333333333304,Good
585,2020-01-27,Lane,3.107638888888888,Good
586,2020-01-27,Linn,6.147222222222223,Good
